id,data_p,tipo,categ,valor,descricao
a20809,2022-08-03,VE,Veiculares,299.01,Azul *auto 10/Jul Dom  Parcela 1 de 6
a20810,2022-08-03,VN,Restaurante,113.18,Compra 03/08 13:00 Reteteu Comida Hones
a20811,2022-08-03,VE,Estacionamento,10.5,Compra 03/08 13:47 TACARUNA PARKING
a20812,2022-08-03,FE,Convenio,49.8,Pagto de Boleto ROSA MASTER LTDA
a20813,2022-08-03,FE,Internet fixa,79.9,Pagto EDUARDO DE CASTRO LIRA NETO
a20814,2022-08-03,FE,Telefone movel,65.99,Pagto conta telefone VIVO PE
a20815,2022-08-03,FE,Internet fixa,128.99,Pagto Telefone VIVO FIXO/BRASIL
a20816,2022-08-03,FE,Telefone movel,80.99,Pagto  telefone VIVO PE
a20817,2022-08-05,VE,Gasolina,150,Compra 05/08 07h50 FELIX E CAVALCANTIC
a20818,2022-08-05,FE,Tarifa bancaria,66,Tarifa Pac de Serviços Cobrança ref 05/08/2022
a20819,2022-08-09,VE,Supermercado,263.94,Compra  09/08 09:16 KI GRANJA
a20820,2022-08-09,VE,Extra-convenio,1000,Compra 09/08 11:05 ODONTOCOMPANY
a20821,2022-08-10,VE,Supermercado,43.69,Compra 10/08 14:48 SUPERMERCADO GONZAGA
a20822,2022-08-10,VE,Farmacia,38.15,Compra 10/08 14:55 3162DROGASIL
a20824,2022-08-12,VE,Padaria,11.55,Compra 12/08 16:19 Rosarinho DELICATESS
a20825,2022-08-15,VN,Restaurante,43.23,Compra 15/08 12:39 A CE SOARES RESTAUR
a20826,2022-08-15,VN,Restaurante,39.97,Compra 13/08 13:40 SABOR TROPICAL
a20827,2022-08-15,VN,Entretenimento,16.4,Compra 13/08 15:28 PAG*IceCream Roll
a20828,2022-08-15,VE,Estacionamento,10.5,Compra 13/08 15:48 TACARUNA PARKING
a20829,2022-08-15,VE,Supermercado,42.15,Compra 15/08 17:06 ROSARINHO HORTIFRUTI
a20830,2022-08-15,VE,Padaria,21.94,Compra 15/08 17:14 ROSARINHO DELICATESS
a20831,2022-08-15,VE,Padaria,53.37,Compra 13/08 16:49 ROSARINHO DELICATESS
a20832,2022-08-15,VN,Restaurante,133.65,Compra 14/08 14:36 R_BOM_JESUS (DiasDosPais)
a20833,2022-08-17,VE,Padaria,35.41,Compra 16/08 12:09 ROSARINHO DELICATESS
a20834,2022-08-17,VE,Farmacia,76.03,Compra 17/08 10:30 3162DROGASIL
a20835,2022-08-17,VE,Padaria,35.41,Compra 16/08 12:09 ROSARINHO DELICATESS
a20836,2022-08-17,VE,Farmacia,76.03,Compra 17/08 10:30 3162DROGASIL
a20837,2022-08-19,VE,Energia_agua,22.97,Pgto luz NEOENERGIA PERNAMBUCO
a20838,2022-08-19,FE,Condominio,212.53,Pgto Impostos SEFAZ-PE TAXA PREV INCEND
a20839,2022-08-19,VE,Supermercado,216.95,Compra 19/08 11:06 CARPINA NOVO ATACAR
a20840,2022-08-19,VN,Saques,200,Saque no TAA 19/08 11:20 SAA-CARPINA
a20841,2022-08-19,VE,Energia_agua,22.97,Pagto conta luz NEOENERGIA PERNAMBUCO
a20842,2022-08-19,FE,Condominio,212.53,Pagto de Impostos SEFAZ-PE TAXA PREV INCEND
a20843,2022-08-22,VN,Entretenimento,57,Compra com Cartão 21/08 15h43 PAG*SorvetesDe
a20844,2022-08-22,VE,Estacionamento,5,Compra 21/08 16h10 ESTACIONAMENTO CARPI
a20845,2022-08-22,VN,Saques,100,Banco 24 Horas 21/08 14h57 SHOPPING CARPINA
a20846,2022-08-22,VE,Gasolina,120,Pgto Posto Albuquerque - Gasolina
a20847,2022-08-25,VE,Supermercado,272.61,Compra 25/08 11h05 SUPERMERCADO GONZAGA
a20848,2022-08-31,VE,Extra-convenio,350,Compra 31/08 12:50 ODONTOCOMPANY
a20849,2022-08-31,VE,Supermercado,199.2,Compra 31/08 14:03 SUPERMERCADO GONZAGA
a20902,2022-09-02,FN,Assinatura_App,20.9,Google Youtube premium Sao Paulo 22/Jul
a20903,2022-09-02,FN,Assinatura_App,39.9,Netflix com 5/Ago
a20904,2022-09-02,FN,Armaz_nuvem,3.5,Apple nuvem bill 16/Ago
a20905,2022-09-02,FN,Assinatura_App,20.9,Google Youtube premium Sao Paulo 22/Ago
a20906,2022-09-02,FE,Tarifa bancaria,24.25,Anuidade Dif Tit-parc 08/12 Br - 23/Ago
a20907,2022-09-02,FE,Investimento,300,Nagem Informa 4/Mar Sex · Parcela 6 de 10
a20908,2022-09-02,VN,Compra extra,19.99,Ibyte Computa 28/Mar Seg · Parcela 5 de 10
a20909,2022-09-02,VN,Compra extra,29.99,Pag*esposende 19/Jun Dom · Parcela 3 de 8
a20910,2022-09-02,VE,Veiculares,299.01,Azul *auto 10/Jul Dom - Parcela 2 de 6
a20911,2022-09-02,VE,Gasolina,150,Compra 02/09 14:38 Posto FELIX E CAVALCANTIC
a20912,2022-09-02,VE,Padaria,12.64,Compra 02/09 16:12 ROSARINHO DELICATESS
a20913,2022-09-02,VE,Farmacia,10.98,Compra 03/09 10:23 DROGARIA BONGI
a20914,2022-09-05,VN,Restaurante,186.24,Compra 04/09 12:59 RESTAURANT PAPAYA V
a20915,2022-09-05,VN,Restaurante,31.81,Compra  05/09 11:50 SABOR TROPICAL
a20916,2022-09-05,VN,Compra extra,35,Compra  05/09 12:38 EDILSON MANOEL
a20917,2022-09-05,VN,Compra extra,122.5,Compra 05/09 12:52 KALUNGA SHOPPING TAC
a20918,2022-09-05,VN,Entretenimento,23.8,Compra 05/09 13:48 RJA COMERCIO DE ALIM
a20919,2022-09-05,VE,Estacionamento,10.5,Compra 05/09 13:57 TACARUNA PARKING
a20920,2022-09-05,VE,Padaria,29.61,Compra 05/09 17:31 ROSARINHO DELICATESS
a20921,2022-09-05,FE,Telefone movel,71.99,Pagto conta telefone VIVO PE
a20922,2022-09-05,FE,Internet fixa,128.99,Pagto conta telefone VIVO FIXO/BRASIL
a20923,2022-09-05,FE,Internet fixa,79.9,Pagto Boleto EDUARDO DE CASTRO LIRA NETO
a20924,2022-09-05,FE,Telefone movel,86.99,Pagto conta telefone VIVO PE
a20925,2022-09-05,FE,Tarifa bancaria,66,Tarifa Pac Serviços Cobrança ref 05/09/2022
a20926,2022-09-06,VN,Entretenimento,23.8,Compra 06/09 13:51 RJA COMERCIO DE ALIM
a20927,2022-09-06,VN,Compra extra,17.6,Compra 06/09 14:16 KALUNGA SHOPPING TAC
a20928,2022-09-06,VE,Estacionamento,10.5,Compra 06/09 14:26 TACARUNA PARKING
a20929,2022-09-06,VN,Restaurante,69.3,Compra 06/09 13:00 JULIETTO TACARUNA
a20930,2022-09-08,VN,Compra extra,23.65,Compra 08/09 16:37 LOJAS 2001
a20931,2022-09-08,FE,Convenio,49.8,Pagto de Boleto ROSA MASTER LTDA
a20932,2022-09-12,VE,Supermercado,130.87,Compra 09/09 15:39 Cordeirao Supermerc
a20933,2022-09-12,VN,Saques,100,Saque  TAA 09/09 09:55 SAA-CARPINA
a20934,2022-09-12,VE,Supermercado,151.84,Compra 12/09 09:21 KI GRANJA
a20935,2022-09-12,VE,Supermercado,21.55,Compra 12/09 14:09 KI PRECO
a20936,2022-09-13,VE,Estacionamento,10.5,Compra 13/09 13:33 TACARUNA PARKING
a20937,2022-09-13,VN,Entretenimento,44,Compra 13/09 15:08 PAG*Frisabor
a20937,2022-09-13,VN,Compra extra,45,Compra 13/09 12:17 EDILSON MANOEL
a20940,2022-09-13,VN,Restaurante,38.4,Compra 13/09 12:50 JULIETTO TACARUNA
a20941,2022-09-14,VN,Compra extra,106.21,Compra 14/09 14:09 LOJAS 2001
a20942,2022-09-14,VN,Entretenimento,62,Compra 14/09 14:41 ESTACAO EXPRESSO
a20943,2022-09-14,VE,Farmacia,72.31,Compra 14/09 15:26 3162DROGASIL
a20944,2022-09-14,VN,Entretenimento,94.5,Compra 14/09 16:34 DUTZ
a20945,2022-09-14,VE,Gasolina,100,Compra 14/09 16:52 POSTO BOM JESUS
a20946,2022-09-15,VN,Restaurante,57.9,Compra 15/09 13:32 PAG*CasaDeMassas
a20946,2022-09-15,VE,Estacionamento,8,Compra 15/09 14:28 P SARMINISTRARORA
a20948,2022-09-16,VE,Estacionamento,13,Compra 16/09 17:33 PAG*ParqueShopping
a20949,2022-09-16,VE,Estacionamento,13,Compra 16/09 17:37 PAG*ParqueShopping
a20950,2022-09-16,VN,Entretenimento,16,Compra 16/09 18:54 CASA PILAO
a20951,2022-09-16,VE,Estacionamento,9,Compra 16/09 19:09 PAG*Parque Shopping
a20952,2022-09-17,VE,Gasolina,215.06,Compra 17/09 09:08 POSTO TOTAL GIRO
a20953,2022-09-17,VE,Padaria,27.62,Compra 17/09 16:30 ALEM DO PAO DELICATE
a20954,2022-09-17,VE,Energia_agua,22.66,Pagto conta luz NEOENERGIA-PE
a20956,2022-09-23,VE,Supermercado,90.18,Compra 23/09 10:44 RI GRANJA
a20957,2022-09-23,VE,Supermercado,102.29,Compra 23/09 11:11 SUPERMERCADO GONZAGA
a20958,2022-09-24,VN,Entretenimento,95.95,Compra 24/09 15:05 SORVETERIA MADOSKA
a20959,2022-09-24,VN,Compra extra,111,Compra 24/09 08:07 CARMEL
a20960,2022-09-28,VE,Farmacia,68.47,Compra 28/09 09:46 FARMACIA PERMANENTE
a20961,2022-09-28,VN,Saques,150,Saque TAA 28/09 10:12 SAA-CARPINA
a21003,2022-10-03,FN,Assinatura_App,39.9,Netflix com 5/Set Seg
a21004,2022-10-03,FN,Assinatura_App,16.9,Google Ring 10/Set Sá
a21005,2022-10-03,FN,Assinatura_App,16.9,Google Ring 12/Set Seg
a21006,2022-10-03,FN,Armaz_nuvem,3.5,Apple com/bill 16/Set Sex
a21007,2022-10-03,FN,Assinatura_App,16.9,Google King 18/Set Dom
a21008,2022-10-03,FE,Investimento,300,Nagem Informa 4/Mar Sex Parcela 7 de 10
a21009,2022-10-03,VN,Compra extra,19.99,Ibyte Computa 28/Mar Seg Parcela 6 de 10
a21010,2022-10-03,VN,Compra extra,29.99,Pag*esposende 19/Jun Dom Parcela 4 de 8
a21011,2022-10-03,VE,Veiculares,299.01,Azul auto 10/Jul Dom Parcela 3 de 6
a21013,2022-10-04,VE,Supermercado,78.58,Compra 03/10 07:26 ROSARINHO HORTIFRUTI
a21014,2022-10-04,VN,Restaurante,35.8,Compra 03/10 12:26 LACA BURGUER
a21015,2022-10-04,VE,Padaria,53.62,Compra 01/10 12:16 ROSARINHO DELICATESS
a21016,2022-10-04,VN,Entretenimento,25,Compra 03/10 14:32 PAG*DeltaExpresso
a21018,2022-10-04,VE,Padaria,11.59,Compra  04/10 14:16 ROSARINHO DELICATESS
a21019,2022-10-04,VN,Compra extra,200,Pix Env 04/10 08:13 Wilson Campos De Almeida F
a21020,2022-10-04,FE,Internet fixa,133.99,Pagto conta telefone VIVO FIXO/BRASIL
a21021,2022-10-04,FE,Telefone movel,116.83,Pagto conta telefone VIVO PE
a21022,2022-10-04,FE,Internet fixa,79.9,Pagto de Boleto EDUARDO CASTRO LIRA NETO
a21023,2022-10-04,FE,Convenio,49.8,Pagto de Boleto ROSA MASTER LTDA
a21024,2022-10-05,VN,Restaurante,50.63,Compra  05/10 12:09 TEMPERO DA FAZENDA
a21026,2022-10-06,VE,Gasolina,100,Compra 06/10 13:07 FELIX E CAVALCANTIC
a21027,2022-10-06,VE,Veiculares,282,Compra 06/10 14:09 BRASIL *LOJAO DO PET
a21028,2022-10-06,VE,Padaria,24.06,Compra 06/10 15:46 ROSARINHO DELICATESS
a21029,2022-10-06,VE,Supermercado,29.37,Compra 06/10 16:07 ROSARINHO HORTIFRUTI
a21030,2022-10-07,VE,Veiculares,700,Pix Env 07/10 16:11 Jair Deotado De Melo -Oficina
a21031,2022-10-07,VE,Energia_agua,22.61,Pagto conta luz NEOENERGIA PERNAMBUCO
a21036,2022-10-10,VE,Supermercado,75.23,Compra 09/10 11:16 ROSARINHO HORTIFRUTI
a21037,2022-10-10,VE,Padaria,31.52,Compra 10/10 06:41 ROSARINHO DELICATESS
a21038,2022-10-10,VN,Entretenimento,74.8,Compra 10/10 12:26 PAG*Adrielly LiraDa
a21039,2022-10-10,VN,Compra extra,19.7,Compra 08/10 14:17 KALUNGA SHOPPING TAC
a21040,2022-10-10,VE,Estacionamento,10.5,Compra 08/10 14:31 TACARUNA PARKING
a21043,2022-10-11,VN,Compra extra,85.4,Compra 11/10 08:32 LOJAS 2001
a21044,2022-10-11,VE,Gasolina,100,Compra 13/10 13:47 Albuq PNEUS CA
a21046,2022-10-17,VN,Entretenimento,28,Compra 16/10 13:16 PAG*SorvetesDe
a21047,2022-10-17,VN,Entretenimento,30,Compra 16/10 13:50 SR BROWNIETURBO KIDS
a21048,2022-10-17,VE,Estacionamento,5,Compra 16/10 14:44 ESTACIONAMENTO CARPI
a21049,2022-10-17,VE,Supermercado,120.71,Compra 17/10 08:21 SUPERMERCADO GONZAGA
a21050,2022-10-17,VN,Saques,100,Banco 24 Horas 16/10 14:40 SHOPPING CARPINA
a21052,2022-10-18,VE,Padaria,64.02,Compra 18/10 12:32 ROSARINHO DELICATESS
a21053,2022-10-18,VN,Entretenimento,28.9,Compra 18/10 15:00 PASTELITTO TACARUNA
a21054,2022-10-18,VE,Estacionamento,10.5,Compra 18/10 16:18 TACARUNA PARKING
a21055,2022-10-18,VE,Estacionamento,10.5,Compra 18/10 20:41 PLAZA CASA FORTE
a21056,2022-10-19,VE,Gasolina,100,Compra 19/10 08:56 FELIX E CAVALCANTIC
a21057,2022-10-19,VE,Veiculares,216,Pix Enviado 19/10 14:47 Lucia E Ailton Ltda
a21058,2022-10-19,VE,Padaria,69.9,Compra 23/10 17:16 C JARDIM DELICATESSE
a21060,2022-10-23,VE,Farmacia,29.99,Compra 22/10 10:02 PAGUE MENOS 886
a21061,2022-10-23,VE,Supermercado,36.14,Compra 22/10 10:37 SUPERMERCADO GONZAGA
a21062,2022-10-25,VN,Entretenimento,75.78,Compra 25/10 17:57 NENI PIZZA E PASTA
a21063,2022-10-25,VN,Entretenimento,139.88,Compra 25/10 18:33 CHOCOLATES LUGANO
a21064,2022-10-25,VN,Entretenimento,62,Compra 25/10 12:05 SNOWLAND PARTICIPACO
a21065,2022-10-26,VN,Restaurante,150,Compra 26/10 13:15 BRUNO HENRIQUE MOURA
a21066,2022-10-27,VN,Entretenimento,18,Compra 27/10 15:08 ADEGA DOM CARLO
a21067,2022-10-27,VN,Entretenimento,19,Compra 27/10 10:41 NOSTRA CAFETERIA
a21068,2022-10-28,VN,Restaurante,34.28,Compra 28/10 00:54 WHG GTR ADMINISTRACA
a21069,2022-10-28,VN,Entretenimento,23,Compra 28/10 08:36 DOLCISSIMO LANCHONET
a21070,2022-10-31,VE,Supermercado,102.71,Compra  31/10 09h38 RI GRANJA
a21071,2022-10-31,VE,Farmacia,163.94,Compra  31/10 10h05 3162DROGASIL
a21072,2022-10-31,VE,Supermercado,31.95,Compra  31/10 10h14 SUPERMERCADO GONZAGA
a21102,2022-11-03,FN,Assinatura_App,20.9,Google Youtube premium SP 22/Set
a21103,2022-11-03,FN,Assinatura_App,39.9,Netflix 5/Out
a21104,2022-11-03,FN,Assinatura_App,6.9,Apple com/bill 5/Out
a21105,2022-11-03,FN,Armaz_nuvem,3.5,Apple com/bill 16/Out
a21106,2022-11-03,FE,Tarifa bancaria,24.25,Anuidade Diferenciada Tit-parc 10/12 Br 21/Out
a21107,2022-11-03,FN,Assinatura_App,20.9,Google Youtube premium Sao Paulo Bra  22/Out
a21108,2022-11-03,FE,Investimento,300,Nagem Informa 4/Mar  Sex Parc 8/10
a21109,2022-11-03,VN,Compra extra,19.99,Ibyte Computa 28/Mar Seg Parc 7/10
a21110,2022-11-03,VN,Compra extra,29.99,Pag*esposende 19/Jun Dom  Parc 5/8
a21111,2022-11-03,VE,Veiculares,529.01,SeguroCarro Azul *auto 10/Jul Parc 4/6
a21112,2022-11-03,FE,Convenio,54.3,Pagto ROSA MASTER LTDA
a21113,2022-11-03,FE,Internet fixa,179.9,Pagto EDUARDO DE CASTRO LIRA NETO
a21114,2022-11-03,FE,Telefone movel,134.73,Pagto telefone VIVO TOTAL PE
a21115,2022-11-04,VN,Saques,170,Saque 04/11 08h28 SELECT ALBUQ CARPINA
a21120,2022-11-06,VE,Estacionamento,5,Estacionamento Carpina 06/11 15:18
a21121,2022-11-07,VE,Supermercado,209.27,Compra 07/11 09:31 SUPERMERCADO GONZAGA
a21122,2022-11-05,VN,Saques,350,Saque Bco.24h 05/11 13:01 SHOPPING CARPINA
a21123,2022-11-07,FE,Tarifa bancaria,66,Tarifa Bco Serviços Cobrança  07/11/2022
a21124,2022-11-10,VE,Supermercado,41.73,Compra 10/11 14:38 KI PRECO
a21125,2022-11-13,VE,Supermercado,174.5,Compra 13/11 09:59 SUPERMERCADO GONZAGA
a21126,2022-11-13,VE,Farmacia,37.62,Compra 13/11 10:09 3162 DROGASIL
a21127,2022-11-17,VE,Supermercado,117.37,Compra 17/11 11:28 SUPERMERCADO GONZAGA
a21128,2022-11-17,VN,Compra extra,35,Pix env 17/11 17:11 Emerson Pena De Oliveira
a21129,2022-11-19,VN,Compra extra,85.44,Compra 19/11 14:33 CAROATA HOMER CENTER
a21130,2022-11-19,VN,Entretenimento,124.3,Compra 19/11 16:24 PG *CARTOLA PETUR CA
a21131,2022-11-23,VN,Restaurante,117.34,Compra 23/11 14:12 PAG*Neuza Cavalcante
a21132,2022-11-23,VN,Entretenimento,42,Compr 23/11 15:31 PAG*Sorvetes De
a21133,2022-11-23,VE,Estacionamento,5,Pagto 23/11 16:09 ESTACIONAMENTO CARPI
a21134,2022-11-23,VE,Supermercado,216.64,Compra 23/11 09:54 CARPINA NOVO ATACAR
a21135,2022-11-24,VE,Supermercado,37.95,Compra 24/11 10:30 SUPERMERCADO GONZAGA
a21136,2022-11-26,VE,Gasolina,150.03,Compra 26/11 11:04 POSTO BOM JESUS
a21202,2022-12-02,FN,Armaz_nuvem,3.5,Pagto Apple/bill S Paulo
a21203,2022-12-02,FN,Assinatura_App,25.9,Pagto Netflix
a21204,2022-12-02,FE,Tarifa bancaria,24.25,Anuidade Diferenciada Tit-parc 11/12
a21205,2022-12-02,FE,Investimento,300,Pagto Nagem Informa
a21206,2022-12-02,FE,Investimento,19.99,Pagto Ibyte Computa
a21207,2022-12-02,VN,Compra extra,29.99,Pagto Pag*esposende
a21208,2022-12-02,VE,Estacionamento,10.5,Compra 02/12 14:10 TACARUNA PARKING
a21209,2022-12-03,VE,Supermercado,154.92,Compra 03/12 09:08 CORDEIRAO SUPERMERCA
a21210,2022-12-03,VE,Supermercado,176.48,Compra carne 03/12 09:18 KI GRANJA
a21211,2022-12-03,VN,Restaurante,100,Compra 03/12 14:25 PAG*ACasaDeMaeRestau
a21212,2022-12-04,VN,Entretenimento,74.23,Compra  04/12 08:00 KI PRECO
a21213,2022-12-04,VE,Supermercado,52.25,Compra 04/12 11:40 SUPERMERCADO GONZAGA
a21214,2022-12-04,VE,Supermercado,30.59,Compra 04/12 11:46 Superm Gonzagao
a21215,2022-12-05,FE,Convenio,54.3,Pagto 05/12 ROSA MASTER LTDA
a21216,2022-12-05,FE,Telefone movel,160.98,Pagto 05/12 conta telefone VIVO PE
a21217,2022-12-05,FE,Internet fixa,179.9,Pagto 05/12 Planalto - EDUARDO DE CASTRO LIRA
a21220,2022-12-05,FE,Tarifa bancaria,67.8,Tarifa Pacote de Serv ref 05/12/2022
a21221,2022-12-05,VE,Farmacia,109.63,Compra 06/12 09:23 3162 DROGASIL
a21222,2022-12-05,VN,Saques,150,Saque no TAA 06/12 09:07 SAA-CARPINA
a21223,2022-12-05,VN,Entretenimento,25,Compra 11/12 14:58 MICH STORE
a21224,2022-12-05,VE,Farmacia,113.99,Compra 10/12 14:43 3162 DROGASIL
a21225,2022-12-05,VE,Supermercado,122.68,Compra 10/12 15:00 SUPERMERCADO GONZAGA
a21226,2022-12-05,VE,Gasolina,100,Compra 10/12 15:13 ALBUQUERQUE PNEUS CA
a21227,2022-12-05,VN,Compra extra,16.06,Compra 13/12 10:53 LOJAS 2001
a21228,2022-12-05,VN,Compra extra,92.89,Pix Env 13/12 15:37 Magalu Pagamentos Ltda
a21230,2022-12-15,VN,Saques,200,Saque no TAA 15/12 09:10 SAA-CARPINA
a21231,2022-12-16,VN,Restaurante,110.86,Compra 16/12 12:22 TEMPERO DA FAZENDA
a21232,2022-12-16,VN,Compra extra,50.4,Compra 16/12 13:35 FERREIRA COSTA
a21233,2022-12-16,VE,Padaria,44.33,Compra 16/12 14:57 ROSARINHO DELICATESS
a21234,2022-12-16,VE,Padaria,15.8,Compra 16/12 16:34 COMPAO
a21235,2022-12-19,VE,Supermercado,115.85,Compra 19/12 09:55 RECI BOM SUPERMERCADO
a21236,2022-12-19,VN,Restaurante,72,Compra 19/12 12:15 JULIETTO TACARUNA
a21237,2022-12-19,VE,Estacionamento,10.5,Compra 19/12 12:34 TACARUNA PARKING
a21238,2022-12-19,VE,Padaria,43.88,Compra 19/12 17:27 ROSARINHO DELICATESS
a21239,2022-12-19,VE,Gasolina,100,Compra 18/12 13:20 FELIX E CAVALCANTI C
a21240,2022-12-20,VE,Padaria,27.87,Compra 20/12 12:34 ROSARINHO DELICATESS
a21241,2022-12-20,VE,Supermercado,39.17,Compra 20/12 12:46 ROSARINHO HORTIFRUTI
a21242,2022-12-22,VE,Supermercado,174.45,Compra 22/12 09:36 SUPERMERCADO GONZAGA
a21243,2022-12-22,VE,Energia_agua,96.02,Pagto conta-luz  NEOENERGIA PERNAMBUCO
a21246,2022-12-23,VE,Gasolina,100,Compra 23/12 09:29 POSTO BOM JESUS
a21247,2022-12-23,VN,Saques,150,Saque TAA 23/12 09:15 SAA-CARPINA
a21248,2022-12-26,VE,Padaria,50.68,Compra 26/12 12:30 ROSARINHO DELICATESS
a21249,2022-12-26,VE,Supermercado,110.52,Compra 26/12 16:18 MERCADINHO CONCEICAO
a21250,2022-12-29,VE,Supermercado,105.16,Compra 29/12 13:26 Supermercado Gonzaga
a30102,2023-01-02,FN,Assinatura_App,20.9,Pagto a Google Youtube premium SP
a30103,2023-01-02,FN,Armaz_nuvem,3.5,Pagto a Apple com/bill 16/Dez Sex
a30104,2023-01-02,FN,Assinatura_App,25.9,Pagto a Netflix
a30105,2023-01-02,FE,Tarifa bancaria,24.25,Pagto Anuid Diferenciada Tit-parc 12/12 Br
a30106,2023-01-02,FE,Investimento,300,Pagto 10/10 a Nagem Informa
a30107,2023-01-02,FE,Investimento,19.99,Pagto 9/10  Ibyte Computa
a30108,2023-01-02,VN,Compra extra,29.99,Pagto 7/8  esposende
a30109,2023-01-02,VE,Veiculares,299.01,Pagto Azul auto 10/Jul Dom Parcela 6/6
a30110,2023-01-02,VE,Padaria,63.1,Compra 02/01 12:04 ROSARINHO DELICATESS
a30111,2023-01-03,VE,Padaria,36.48,Compra 03/01 13:09 ROSARINHO DELICATESS
a30112,2023-01-03,FE,Telefone movel,160.5,Pagto 03/01 conta telefone VIVO Total
a30113,2023-01-03,FE,Internet fixa,179.9,Pagto 03/01 Planalto EDUARDO DE C LIRA NETO
a30114,2023-01-04,VN,Restaurante,68.29,Compra 04/01 12:03 SABOR TROPICAL
a30115,2023-01-04,VE,Supermercado,42.5,Compra 04/01 12:14 JULIETTO TACARUNA
a30116,2023-01-04,VE,Estacionamento,11.5,Compra 04/01 13:49 TACARUNA PARKING
a30117,2023-01-04,VN,Saques,150,Saque TAA 04/01 11:33 SOP-SHOP TACARUNA
a30118,2023-01-05,VE,Estacionamento,8,Compra 05/01 08:48 HEPTA ESTACIONAMENTO
a30119,2023-01-05,VE,Gasolina,100,Compra 05/01 09:05 FELIX E CAVALCANTI C
a30120,2023-01-05,VN,Restaurante,93,Compra 05/01 12:25 RESTAURANTE ACACIA
a30121,2023-01-05,VN,Restaurante,35,Compra 05/01 12:31 RESTAURANTE ACACIA
a30122,2023-01-05,FE,Tarifa bancaria,67.8,Tarifa Pac Serviços Cobrança ref 05/01/2023
a30123,2023-01-07,FE,Convenio,54.3,Pagto de Boleto 07/01 ROSA MASTER LTDA
a30124,2023-01-07,VN,Entretenimento,14,Compra 07/01 17:18 PAG*Sorvetes De
a30125,2023-01-07,VN,Restaurante,40.97,Compra 07/01 17:41 PIZZARIA ESTACAO SHO
a30126,2023-01-08,VN,Restaurante,117,Compra 08/01 12:34 RESTAURANTE ACACIA
a30127,2023-01-10,VE,Farmacia,139.49,Compra  10/01 17:48 3162DROGASIL
a30128,2023-01-14,VE,Gasolina,100,Compra 14/01 09:48 POSTO BEZERRA
a30129,2023-01-14,VN,Restaurante,38.4,Compra 14/01 12:37 JULIETTO TACARUNA
a30130,2023-01-14,VE,Estacionamento,11.5,Compra 14/01 13:27 TACARUNA PARKING
a30131,2023-01-16,VE,Supermercado,97.12,Compra 16/01 10:19 KI GRANJA
a30132,2023-01-16,VE,Supermercado,136.86,Compra 16/01 10:53 SUPERMERC GONZAG
a30134,2023-01-18,VE,Supermercado,27.2,Compra 18/01 10:54 KI PRECO
a30135,2023-01-19,VN,Compra extra,24.9,Compra  19/01 15:23 PAG*Lojas2001
a30136,2023-01-20,VE,Gasolina,100,Compra 20/01 09:33 POSTO BOM JESUS
a30137,2023-01-23,VE,Estacionamento,8,Compra 23/01 12:02 HEPTA ESTACIONAMENTO
a30138,2023-01-23,VN,Restaurante,39.4,Compra 23/01 12:35 JULIETTO TACARUNA
a30139,2023-01-23,VE,Estacionamento,11.5,Compra 23/01 12:49 TACARUNA PARKING
a30140,2023-01-23,VE,Gasolina,100,Compra 23/01 13:32 AC COMBUSTIVEIS
a30141,2023-01-23,VE,Supermercado,19.97,Compra 23/01 07:12 SUPERMERCADO GONZAGA
a30142,2023-01-24,VE,Estacionamento,5,Compra 24/01 10:52 ESTACIONAMENTO CARPI
a30143,2023-01-24,VN,Restaurante,14,Compra 24/01 11:17 PAG*SorvetesDe
a30144,2023-01-24,VE,Estacionamento,5,Compra 24/01 11:23 ESTACIONAMENTO CARPI
a30145,2023-01-24,VE,Supermercado,60.09,Compra 25/01 16:13 KI PRECO
a30146,2023-01-24,VE,Supermercado,93.5,Compra 28/01 07:42 KI PRECO
a30148,2023-01-30,VE,Supermercado,32.71,Compra 30/01 11:39 DOIS IRMAOS MAT CONS
a30149,2023-01-30,VE,Supermercado,26.94,Compra 30/01 12:04 KI PRECO
a30202,2023-02-02,FN,Assinatura_App,20.9,Google Youtubepremium Sao Paulo 22/Dez
a30203,2023-02-02,FN,Armaz_nuvem,3.5,Pagto 16/Jan Apple/bill 17/Jan
a30204,2023-02-02,VN,Compra extra,27.9,Pagto Apple 18/Jan SP
a30205,2023-02-02,FN,Assinatura_App,25.9,Pagto Netflix 18/Jan
a30206,2023-02-02,FN,Assinatura_App,20.9,Google Youtubepremium Sao Paulo 22/Jan
a30207,2023-02-02,FE,Tarifa bancaria,26,Pagto 22/Jan Anuid Diferenciada Tit-parc 01/12 Br
a30208,2023-02-02,VN,Compra extra,19.99,Ibyte Computa 28/Mar Parcela 10 de 10
a30209,2023-02-02,VN,Compra extra,29.99,Pagto Esposende 19/Jun par 8/8
a30210,2023-02-02,VE,Supermercado,73.76,Compra KI Preço 01/Jan 14h40
a30211,2023-02-02,FE,Convenio,54.3,Pagto Rosa Master 02/02
a30212,2023-02-02,FE,Internet fixa,179.9,Pagto Planalto EDUARDO DE CASTRO LIRA NETO
a30213,2023-02-02,FE,Telefone movel,195.51,Pagto conta telefone VIVO PE
a30214,2023-02-02,VE,Veiculares,183.75,Pagto de Impostos DEPTO ESTADUAL-DETRAN PE
a30215,2023-02-02,VE,Veiculares,660.3,Pagto de Impostos DEPTO ESTADUAL-DETRAN PE
